"plz","size","inhabitants","sqm","physicians","neurologists"
752,225.259291385056,80792,358.662230992705,177.6,6.4
784,93.2854088368661,89772,962.336994813302,185.2,7.9
785,454.46001927339,94101,207.061118710624,127,5
786,418.204115496269,86758,207.453721245778,131.8,5
787,212.305944366556,47242,222.518498673944,162,5.9
753,567.617400854343,112180,197.633123704723,140.4,6.4
754,198.710169241274,62799,316.033146364792,120.5,3.5
761,118.679899715378,234609,1976.82169063714,242.4,10.6
762,189.391619650484,136305,719.699215052633,135.3,4.5
763,278.17359020861,108470,389.936370015052,177.6,6.4
764,199.850655518691,100251,501.629578045711,125.5,3.9
765,488.354844941876,120569,246.88810042286,266.8,5.5
766,311.644576040841,120989,388.227517183372,200.5,6.3
804,1.22346641696482,23960,19583.7005967357,NA,NA
782,427.752556974326,110033,257.235165999497,191.5,12
783,301.117070669061,69240,229.943788461257,185.2,7.9
790,1.34827429806934,8288,6147.11710507868,400.2,14.8
791,275.15470071805,261815,951.519270129717,246.3,8.8
792,921.662123793713,158417,171.881859859804,246.3,8.8
793,478.965824369354,130647,272.768939562694,173.6,7.9
794,216.752971281975,37024,170.8119606436,246.3,8.8
795,182.38234993793,105999,581.191107780302,150.2,6.1
796,525.645364668241,106347,202.317012853562,185.2,7.9
797,632.467586645587,116019,183.43864958413,132.8,3.5
798,914.802369389857,71734,78.4147509891609,175.7,5.7
805,2.89785665535078,14215,4905.34960511334,298.7,11.4
803,8.71644248730502,74917,8594.90556028015,298.7,11.4
874,823.623429736002,148776,180.635949183339,248.8,10.2
875,902.255880521492,78159,86.6262018207353,133.3,3.9
876,1129.35326341417,139499,123.521137733536,266.8,25.3
877,1027.68279303933,141719,137.901501280247,289.9,20.7
880,279.30821223866,121825,436.166910466294,200.4,6.7
881,336.259977516019,80245,238.639759012585,172.5,4.9
882,840.827460611474,180589,214.775335558939,173.7,8.1
883,843.085031854468,101847,120.802761467577,200.4,6.7
884,1383.22123324275,186365,134.732604966666,147.3,7.1
885,363.360254326266,34289,94.3664024662737,200,8.7
806,21.6653050418558,160320,7399.84965317928,298.7,11.4
886,781.52152851184,106004,135.637978139708,185.4,6.1
887,21.727564050425,9353,430.467031568458,200.4,6.7
890,118.849484471154,116833,983.033292234063,258.8,18.3
891,819.608883190512,123794,151.040334650967,145.4,4.1
892,515.662911567514,163982,318.002315701796,160,5.2
893,491.192627145611,84747,172.533127161287,145.4,8.8
894,511.126280922679,67598,132.253031243028,137.7,4.2
895,851.829994017468,159293,187.000928728431,148.5,6.8
807,3.79662103572626,58894,15512.2145312388,NA,NA
940,735.627213649946,132574,180.218998889683,326.4,19.3
941,1135.61282504309,102590,90.3388881647294,144.05,5.15
942,936.957262308297,75068,80.1189157924469,151,9
943,1075.43627086521,127136,118.218069674846,283.7,10.5
944,1050.26043848468,142239,135.432122155551,154.75,5.95
945,1285.9438734342,113567,88.3141187933121,116.2,4
950,58.0486515879923,44790,771.594150332771,259,19.6
951,975.004807044191,106386,109.113308192314,116.9,1
952,231.75143557672,26897,116.059690992058,188.8,6.5
953,521.107996460971,63280,121.433561622076,175,8.3
954,798.612065939111,135136,169.213571599484,275.7,9.5
955,322.379783132679,28571,88.6252845087412,89.6,2.9
956,906.087277953669,87832,96.9354742496352,142.9,5.4
957,249.11162027353,14209,57.0386880563748,127.9,4.1
960,54.5899597387085,70651,1294.21234853747,348.5,23.3
961,1780.30487867297,182134,102.304949102741,96.2,0
962,720.814989632215,97543,135.323212478933,123.8,3.6
808,18.4359053828428,106676,5786.31739449461,298.7,11.4
809,78.2303888092883,176327,2253.94508047063,298.7,11.4
812,49.1456098401964,99390,2022.35764950685,298.7,11.4
963,608.950154123971,66069,108.496565035025,134.9,4.4
964,407.787805351752,98724,242.096498974122,274,12.1
965,313.781410714672,47664,151.901923990462,172.1,7.1
970,87.7278409098353,124381,1417.80532508301,341.1,15
971,63.6078776836071,11067,173.987883309809,156.8,5
972,1199.9125997092,169698,141.425300510326,146.5,5
973,635.213939732937,85458,134.534201242386,149.3,6.6
974,974.691555407157,167470,171.818457922356,191,8.4
975,657.646156190847,70255,106.827964154651,150.4,5.9
813,22.6699193686826,141536,6243.33936518209,298.7,11.4
987,373.217167013406,32305,86.5581834257897,202,8.2
814,13.4054673045448,59586,4444.90286286393,298.7,11.4
815,17.7188577866938,125343,7073.98871354608,298.7,11.4
990,269.517304163818,200963,745.640435308935,217.4,12.2
816,14.4003353435915,108634,7543.85209844054,298.7,11.4
991,348.163149890308,31825,91.408295249014,135,3.7
817,15.9141708649879,75137,4721.38954881437,298.7,11.4
993,503.360585765498,59161,117.532046952046,143.3,4.6
994,606.005683851491,104319,172.14194978667,248.3,10.9
995,267.400366477315,40035,149.719316122913,152.2,4.9
996,558.461454509621,52146,93.3743942019934,125.7,2.9
997,1376.73300323855,131096,95.2225302158205,171.2,5.9
998,1562.92895819892,216965,138.819489434776,231.8,14
999,1009.80327344136,109309,108.247817050028,166.2,6.8
818,21.9901705158692,69434,3157.50166420461,298.7,11.4
819,20.6623143842699,54034,2615.09911208862,298.7,11.4
820,284.199659600998,101628,357.593672500103,155.9,6.1
821,158.619304258493,149957,945.389344008363,220.6,6.6
822,600.328754466482,156737,261.085278414315,162.5,6.9
823,669.042458783851,130178,194.573600361075,182.5,6
824,1349.00101656764,102544,76.0147685143409,207.6,7.9
825,273.969626137423,56768,207.205451204015,214.9,6.7
830,483.446571609351,168547,348.63625041113,342.4,12.7
831,541.558081526041,61227,113.057125520997,161.1,8.1
832,551.180435021024,70301,127.546254426318,210.5,7.5
833,943.921029938883,127433,135.003878458192,187.8,6.8
834,807.565454580573,83235,103.069044778828,192.3,5.7
835,575.902668017837,64157,111.402505254608,210.5,7.5
836,1061.45006629495,102981,97.0191658279892,174.6,7.1
837,591.691676272318,54990,92.9369166496296,208.7,6
840,1198.27518188703,188004,156.895513519635,320.3,12.6
841,1287.93771956505,127178,98.7454580047155,92.2,0
843,953.677919156683,96172,100.843270110566,149.5,5
844,718.577616925916,119277,165.990419393062,155,6.3
845,970.540624527149,126740,130.587011812873,166,7
850,474.50990211221,194929,410.800700116694,202.6,10.4
851,722.357653908828,69528,96.251489305567,126.1,4.6
852,876.013502138028,173534,198.09512019674,131.5,5.5
853,555.168398987632,131280,236.468790801842,144.9,5.1
854,725.761491401224,110447,152.180849092393,141.7,4.4
855,231.462805365699,142026,613.601825898579,159.8,7.8
856,597.092010490094,110842,185.636381081403,298.7,11.4
857,208.964774732368,105114,503.022579449695,181.4,6.5
861,148.682247668328,267780,1801.02200632148,220.2,10.6
863,264.027630028376,140685,532.841960460275,137.7,6.4
864,931.073231137523,136236,146.321465856725,187.2,7
865,937.370925245896,105770,112.836868683818,138.8,4.5
866,1428.1294585213,159905,111.968140595298,146.6,7.3
867,640.40143257184,60995,95.2449462129484,133,4.5
868,798.246040824935,132414,165.881186035272,154.4,5
869,937.374377912336,112297,119.799519430114,137.1,2.2
896,237.286832742105,25012,105.408293039101,200,8.7
904,238.089917977628,486620,2043.84966878658,243,10.7
905,765.662627921499,228287,298.156122128773,126.1,4.8
906,178.588397629064,25834,144.656653752269,158.4,6.9
907,63.4092306085589,115512,1821.69061020602,214.2,10.3
910,360.669094368354,189704,525.977975274627,252.3,11.7
911,777.820481730831,131022,168.447608513015,203.5,4.9
912,1046.94371682623,127793,122.062913169201,152.6,6.5
913,838.727057661084,130884,156.05076622303,140,7.8
914,926.995668659623,80852,87.2193935025683,157.4,5.2
915,1101.90990339219,145408,131.959972001674,283.3,19.2
916,707.637676125349,49595,70.0853016639194,106.4,2.2
917,1252.37876954903,115240,92.0168904184609,143.3,4.2
918,145.57210673224,9971,68.4952648129239,162.9,5
922,1325.24255268608,141981,107.135859554332,207.35,9.75
923,1310.40079670057,126259,96.351437146486,144.7,6
924,552.168361190867,56953,103.14426541421,153.6,4.1
925,670.206351289905,47719,71.2004592438705,178.9,6
926,889.919670985424,101880,114.482242972769,100.5,2.1
927,595.370499094374,38624,64.8738895507108,291.5,21.2
930,467.49636032451,203619,435.552054049488,300.2,13.3
931,1470.02235952078,171685,116.790740554428,141,4.2
933,869.732584960079,82750,95.1441873409839,144.5,3.3
934,1276.60028310778,110104,86.2478267135899,150.8,5.5
976,1037.34945481775,99201,95.6292978603131,145.4,5
977,1590.53302351669,125990,79.2124389353669,141.4,1.9
978,799.519701532712,91622,114.596300534379,139.9,6.3
979,1173.74826909193,113001,96.273624401102,159.6,8.3
985,905.28246115162,127182,140.488748493161,200.8,9.35
986,1539.48405411287,144275,93.7164627425381,143.9,6.3
