Created by: G Romme, University of Toronto Libraries, GIS & Map Library,,
from Census of Canada, 2006: cartographic boundary file at the FSA level,,,
2008/04/17,,,,
,,,,
pruid,fsa,shape_area,shape_len,sq_km
47,S7S,9.28647272357e-04,0.15,6.99
47,S7T,9.76398079156e-03,0.47,73.74
47,S7V,9.55257428262e-04,0.13,7.20
47,S7W,5.43268540503e-04,0.12,4.09
47,S9A,0.10,3.25,798.45
47,S9H,0.13,4.44,1081.66
47,S9V,0.16,2.74,1196.13
47,S9X,0.55,4.46,3961.07
48,T0A,4.86,23.62,34122.26
48,T0B,3.97,33.72,29247.03
48,T0C,2.59,30.50,19340.09
48,T0E,6.20,37.02,44931.84
48,T0G,10.18,35.24,69358.56
48,T0H,25.64,44.95,166539.98
48,T0J,5.20,32.17,40420.14
48,T0K,3.43,26.82,27777.20
48,T0L,3.33,30.48,26142.12
48,T0M,3.17,31.32,23975.96
48,T0P,5.62,16.72,34826.57
48,T0V,7.90469107939e-03,0.61,47.86
48,T1A,0.41,11.90,3320.24
48,T1B,4.26953583496e-03,0.49,34.05
48,T1C,5.02412715786e-03,0.55,39.98
48,T1G,0.17,4.69,1379.86
48,T1H,4.31237708389e-03,0.32,34.63
48,T1J,0.07,3.84,578.96
48,T1K,9.81529692535e-03,0.88,78.99
48,T1L,0.05,1.65,449.83
48,T1M,0.06,2.47,527.56
48,T1P,0.13,3.04,1009.01
48,T1R,0.12,2.72,1002.31
48,T1S,0.05,1.70,435.46
48,T1V,0.12,3.83,961.64
48,T1W,0.28,4.17,2179.65
48,T1X,2.06053805047e-03,0.29,15.98
48,T1Y,2.8003223551e-03,0.29,21.70
48,T2A,2.66637201592e-03,0.33,20.68
48,T2B,2.23095925697e-03,0.26,17.31
48,T2C,5.69581071315e-03,0.53,44.26
48,T2E,5.55152637748e-03,0.41,43.01
48,T2G,2.13461757642e-03,0.27,16.56
48,T2H,1.15071534969e-03,0.20,8.93
48,T2J,0.03,1.35,283.51
48,T2K,1.85526815726e-03,0.25,14.37
48,T2L,8.57758631765e-04,0.15,6.64
48,T2M,0.01,0.98,148.06
48,T2N,1.45467365094e-03,0.25,11.28
48,T2P,0.06,2.82,543.08
48,T2R,1.68473480372e-04,0.08,1.30
48,T2S,7.397533791e-04,0.16,5.74
48,T2T,1.17086479797e-03,0.22,9.08
48,T2V,2.39678300907e-03,0.28,18.62
48,T2W,2.59599939133e-03,0.29,20.19
48,T2X,1.96586368584e-03,0.22,15.30
48,T2Y,2.96630856074e-03,0.30,23.09
48,T2Z,3.47109737404e-03,0.37,27.01
48,T3A,2.93418351856e-03,0.45,22.71
48,T3B,3.52599735743e-03,0.48,27.32
48,T3C,1.28143101205e-03,0.26,9.93
48,T3E,7.65492663407e-03,0.66,59.50
48,T3G,2.7203724677e-03,0.29,21.05
48,T3H,4.75651674061e-03,0.38,36.90
48,T3J,4.71760140671e-03,0.36,36.51
48,T3K,5.83130542143e-03,0.47,45.12
48,T3L,6.60425000169e-03,0.66,51.10
48,T3M,3.23584216575e-03,0.29,25.21
48,T3N,2.82612175227e-03,0.32,21.85
48,T3P,3.22470799959e-03,0.32,24.91
48,T3R,0.01,0.77,112.99
48,T3Z,0.09,3.00,753.56
48,T4A,1.09822767894e-03,0.17,8.46
48,T4B,0.06,2.49,494.56
48,T4C,0.16,4.29,1293.07
48,T4E,3.46299516753e-03,0.52,26.03
48,T4G,0.12,5.20,976.47
48,T4H,0.10,3.37,831.81
48,T4J,0.14,3.84,1062.89
48,T4L,0.11,2.81,862.57
48,T4N,0.10,4.36,782.55
48,T4P,2.60004552572e-03,0.38,19.50
48,T4R,1.8726536907e-03,0.32,14.07
48,T4S,0.03,2.32,270.76
48,T4T,0.61,7.84,4628.83
48,T4V,0.08,3.46,639.24
48,T4X,1.42058419505e-03,0.15,10.35
48,T5A,1.82124138225e-03,0.26,13.19
48,T5B,8.8755474704e-03,0.75,64.05
48,T5C,7.95404528825e-04,0.12,5.76
48,T5E,0.01,1.24,134.39
48,T5G,1.06082081644e-03,0.16,7.68
48,T5H,9.80101386633e-04,0.20,7.10
48,T5J,7.06535185428e-04,0.16,5.11
48,T5K,6.28431888836e-04,0.18,4.55
48,T5L,2.91493367852e-03,0.42,21.09
48,T5M,1.46795322383e-03,0.24,10.64
48,T5N,8.99228139765e-04,0.20,6.52
48,T5P,1.28742848638e-03,0.19,9.33
48,T5R,1.75900347624e-03,0.19,12.76
48,T5S,4.27554683023e-03,0.33,30.99
48,T5T,4.55012368187e-03,0.36,33.03
48,T5V,1.500402681e-03,0.17,10.87
48,T5W,2.09086024532e-03,0.25,15.15
48,T5X,2.12581968471e-03,0.21,15.38
48,T5Y,0.01,0.65,98.91
48,T5Z,2.07256916537e-03,0.19,14.99
48,T6A,1.49631404017e-03,0.26,10.85
48,T6B,2.05393728477e-03,0.29,14.91
48,T6C,1.30389678306e-03,0.24,9.46
48,T6E,1.4867798569e-03,0.30,10.79
48,T6G,1.02184355531e-03,0.18,7.41
48,T6H,0.02,1.58,156.91
48,T6J,3.49374175444e-03,0.35,25.40
48,T6K,2.56151491681e-03,0.24,18.62
48,T6L,2.70242742932e-03,0.24,19.64
48,T6M,5.5842449497e-03,0.51,40.60
48,T6N,7.08015733918e-04,0.10,5.11
48,T6P,2.70570316746e-03,0.28,19.64
48,T6R,4.15496829852e-03,0.50,30.21
48,T6S,2.85669870016e-03,0.37,20.69
48,T6T,2.19365200497e-03,0.23,15.94
48,T6V,2.50342327733e-03,0.26,18.12
48,T6W,4.72985395797e-03,0.36,34.43
48,T6X,5.90731174824e-03,0.43,43.00
48,T7A,0.24,6.74,1818.00
48,T7E,1.17,9.26,8520.86
48,T7N,0.19,5.26,1363.17
48,T7P,0.13,3.33,953.44
48,T7S,0.69,7.61,4929.88
48,T7V,0.37,6.59,2732.31
48,T7X,0.04,1.21,313.20
48,T7Y,0.02,1.34,207.41
48,T7Z,0.07,1.86,512.89
48,T8A,0.01,1.29,132.12
48,T8B,0.01,0.58,104.39
48,T8C,0.01,0.60,112.01
48,T8E,0.04,1.37,290.44
48,T8G,0.04,1.51,317.61
48,T8H,2.44492111191e-03,0.31,17.72
48,T8L,0.06,2.29,483.08
48,T8N,0.04,1.28,329.81
48,T8R,0.06,2.05,449.53
48,T8S,0.35,7.75,2379.66
48,T8V,0.11,3.51,795.56
48,T8W,2.78807688617e-03,0.51,19.34
48,T8X,1.04414475977e-03,0.22,7.23
48,T9A,0.12,3.00,901.68
48,T9C,0.09,4.61,709.18
48,T9E,0.06,2.58,502.64
48,T9G,1.67709603403e-03,0.24,12.22
48,T9H,9.52,25.02,61518.62
48,T9J,0.10,1.84,699.39
48,T9K,0.75,6.80,5089.20
48,T9M,0.37,3.97,2675.60
48,T9N,0.20,4.90,1482.51
48,T9S,0.31,4.18,2232.74
48,T9V,0.09,3.27,670.26
48,T9W,0.17,3.14,1268.20
48,T9X,0.20,3.69,1521.20
59,V0A,2.90,16.23,22408.94
59,V0B,2.47,18.69,19919.28
59,V0C,33.08,56.72,210782.45
59,V0E,6.41,27.42,49141.71
59,V0G,2.22,15.77,17719.81
59,V0H,1.24,9.86,10118.06
59,V0J,36.36,56.29,247270.97
59,V0K,4.50,26.94,34860.31
59,V0L,6.50,29.56,49055.26
59,V0M,0.53,6.92,4286.86
59,V0N,5.38,76.68,41898.74
59,V0P,3.13,70.37,24572.30
59,V0R,0.97,35.51,7967.55
59,V0S,0.12,3.65,1055.01
59,V0T,3.58,78.98,25886.75
59,V0V,1.59,44.14,11391.92
59,V0W,6.33,19.90,38684.68
59,V0X,1.34,8.53,10882.19
59,V1A,0.28,3.47,2256.13
59,V1B,0.23,4.95,1844.55
59,V1C,0.15,3.58,1276.06
59,V1E,0.05,1.94,453.52
59,V1G,0.56,7.35,3875.58
59,V1H,0.02,1.82,202.65
59,V1J,0.09,4.10,637.57
59,V1K,0.44,5.83,3517.56
59,V1L,0.13,2.81,1062.44
59,V1M,9.13794979898e-03,0.55,74.47
59,V1N,0.23,3.11,1919.62
59,V1P,0.10,2.38,870.68
59,V1R,0.04,1.35,334.69
59,V1S,0.06,2.52,507.22
59,V1T,0.08,2.48,679.41
59,V1V,9.62536216654e-03,0.58,76.85
59,V1W,0.05,1.61,439.63
59,V1X,0.04,1.74,354.67
59,V1Y,4.04236030681e-03,0.41,32.32
59,V1Z,0.10,2.08,799.86
59,V2A,0.05,2.47,434.12
59,V2B,0.14,3.16,1117.42
59,V2C,0.05,2.60,452.80
59,V2E,6.36368561358e-03,0.78,49.87
59,V2G,0.30,6.42,2332.34
59,V2H,0.03,2.23,283.07
59,V2J,2.82,16.99,20766.80
59,V2K,0.29,4.95,2129.38
59,V2L,0.05,1.70,386.54
59,V2M,0.01,0.91,113.70
59,V2N,0.71,9.11,5186.07
59,V2P,0.01,0.57,95.44
59,V2R,0.03,1.38,266.38
59,V2S,4.94768861527e-03,0.42,40.45
59,V2T,4.62537964326e-03,0.43,37.82
59,V2V,0.26,4.61,2162.31
59,V2W,9.68546309083e-03,0.60,78.85
59,V2X,2.92087936879e-03,0.35,23.77
59,V2Y,5.16895794234e-03,0.45,42.16
59,V2Z,0.01,0.53,103.65
59,V3A,2.66970199322e-03,0.31,21.80
59,V3B,1.96066705386e-03,0.33,15.93
59,V3C,3.81296972835e-03,0.50,31.01
59,V3E,0.01,0.66,87.54
59,V3G,0.02,0.81,199.28
59,V3H,0.07,1.83,585.99
59,V3J,1.73842670514e-03,0.27,14.13
59,V3K,2.27493412457e-03,0.32,18.50
59,V3L,1.02841281493e-03,0.16,8.36
59,V3M,1.4455005611e-03,0.20,11.77
59,V3N,1.52511642711e-03,0.29,12.41
59,V3R,2.41047369746e-03,0.37,19.63
59,V3S,0.01,0.88,152.94
59,V3T,1.1899430782e-03,0.19,9.69
59,V3V,2.87869140121e-03,0.42,23.44
59,V3W,2.93898965564e-03,0.22,23.96
59,V3X,1.63223045594e-03,0.19,13.32
59,V3Y,0.01,0.68,97.45
59,V4A,2.29405975678e-03,0.43,18.75
59,V4B,6.47945256491e-04,0.17,5.30
59,V4C,2.2724258201e-03,0.25,18.52
59,V4E,8.92988188557e-04,0.13,7.28
59,V4G,7.02235247284e-05,0.05,0.57
59,V4K,0.01,1.14,144.57
59,V4L,1.58251379169e-03,0.24,12.94
59,V4M,1.84741039152e-03,0.22,15.10
59,V4N,7.72377138159e-03,0.44,62.94
59,V4P,1.31641039604e-03,0.20,10.76
59,V4R,0.02,0.92,187.26
59,V4S,0.02,0.75,194.60
59,V4T,0.01,0.61,90.04
59,V4V,0.03,1.05,295.17
59,V4W,0.01,0.48,87.21
59,V4X,0.01,0.74,135.93
59,V4Z,0.08,2.29,694.86
59,V5A,2.63663730699e-03,0.24,21.43
59,V5B,1.07224200288e-03,0.21,8.71
59,V5C,9.63875525824e-04,0.15,7.83
59,V5E,9.25076749319e-04,0.18,7.52
59,V5G,1.32705569579e-03,0.20,10.79
59,V5H,7.54834190514e-04,0.16,6.14
59,V5J,1.77520085778e-03,0.27,14.45
59,V5K,7.22406758768e-04,0.15,5.87
59,V5L,4.33363544741e-04,0.12,3.52
59,V5M,6.31040643744e-04,0.12,5.13
59,V5N,6.25646509008e-04,0.11,5.08
59,V5P,6.89841918754e-04,0.16,5.61
59,V5R,7.37650910792e-04,0.11,6.00
59,V5S,9.10383043124e-04,0.14,7.41
59,V5T,3.49607599922e-04,0.12,2.84
59,V5V,4.73502608289e-04,0.10,3.85
59,V5W,4.44416334084e-04,0.09,3.61
59,V5X,7.53176995565e-04,0.12,6.13
59,V5Y,4.17698545732e-04,0.14,3.39
59,V5Z,4.49025254974e-04,0.16,3.65
59,V6A,4.15170108868e-04,0.14,3.37
59,V6B,1.53176560876e-04,0.08,1.24
59,V6C,1.57739645021e-04,0.23,1.28
59,V6E,1.34961176763e-04,0.05,1.09
59,V6G,5.5652017291e-04,0.13,4.52
59,V6H,4.41738285289e-04,0.18,3.59
59,V6J,5.1033124743e-04,0.13,4.14
59,V6K,3.88211677202e-04,0.09,3.15
59,V6L,3.78771569316e-04,0.09,3.08
59,V6M,5.49204913228e-04,0.11,4.46
59,V6N,1.16455593322e-03,0.18,9.47
59,V6P,1.17966364672e-03,0.17,9.60
59,V6R,6.3301694826e-04,0.16,5.14
59,V6S,3.3091044384e-04,0.08,2.69
59,V6T,0.03,1.12,264.32
59,V6V,3.46354114663e-03,0.35,28.21
59,V6W,2.89406963656e-03,0.30,23.59
59,V6X,1.79278872232e-03,0.24,14.60
59,V6Y,1.35653360118e-03,0.22,11.05
59,V6Z,1.53981558926e-04,0.13,1.25
59,V7A,3.76669320831e-03,0.30,30.73
59,V7B,2.70158093168e-03,0.45,22.00
59,V7C,1.40065651023e-03,0.17,11.41
59,V7E,1.48049816125e-03,0.25,12.07
59,V7G,5.39128416831e-03,0.50,43.71
59,V7H,4.48052992396e-03,0.51,36.33
59,V7J,5.09703452839e-03,0.53,41.32
59,V7K,6.42045791963e-04,0.15,5.20
59,V7L,8.72425651073e-04,0.14,7.08
59,V7M,4.68169622467e-04,0.12,3.80
59,V7N,1.21019285287e-03,0.24,9.81
59,V7P,7.55627217311e-04,0.18,6.13
59,V7R,3.06658842839e-03,0.26,24.85
59,V7S,8.81997276265e-03,0.44,71.49
59,V7T,4.45536512949e-04,0.12,3.61
59,V7V,8.78339254126e-04,0.20,7.12
59,V7W,0.01,0.86,83.62
59,V8A,0.62,8.07,4922.69
59,V8B,5.31796056459e-04,0.29,4.27
59,V8C,0.04,2.25,307.65
59,V8G,3.88,47.97,27980.16
59,V8J,0.01,1.12,79.87
59,V8K,0.02,2.17,195.01
59,V8L,8.42845701041e-03,1.62,69.61
59,V8M,5.52373104105e-03,0.49,45.70
59,V8N,1.74887219445e-03,0.29,14.51
59,V8P,1.15164253826e-03,0.18,9.56
59,V8R,9.77807970477e-04,0.18,8.12
59,V8S,1.05663666035e-03,0.36,8.78
59,V8T,5.76992039759e-04,0.15,4.79
59,V8V,5.77922719935e-04,0.17,4.80
59,V8W,1.33448990603e-04,0.06,1.10
59,V8X,1.60772115829e-03,0.24,13.33
59,V8Y,1.3263787618e-03,0.20,10.99
59,V8Z,3.19407278644e-03,0.42,26.48
59,V9A,1.64994670902e-03,0.48,13.70
59,V9B,0.01,1.10,109.94
59,V9C,0.01,1.25,112.55
59,V9E,6.10091388149e-03,0.49,50.56
59,V9G,0.03,2.51,308.38
59,V9H,0.26,7.38,2127.62
59,V9J,0.13,3.76,1104.41
59,V9K,0.04,1.74,345.44
59,V9L,0.14,5.22,1213.70
59,V9M,4.13982489225e-03,0.63,33.27
59,V9N,0.01,1.20,84.07
59,V9P,0.04,2.18,330.50
59,V9R,0.01,1.72,146.16
59,V9S,1.66245480116e-03,0.34,13.54
59,V9T,0.03,2.47,305.20
59,V9V,7.58180292105e-04,0.19,6.16
59,V9W,0.02,3.17,209.26
59,V9X,0.05,2.99,411.40
59,V9Y,0.32,5.58,2622.68
60,Y0A,16.29,29.82,95084.58
60,Y0B,69.98,61.56,368187.62
60,Y1A,1.36,7.89,8084.69
61,X0E,271.39,519.27,1328997.20
61,X0G,0.01,0.53,71.67
61,X1A,0.02,1.24,160.07
62,X0A,305.96,2169.39,1081676.34
62,X0B,213.77,976.34,1034274.21
62,X0C,0.27,15.99,1441.85
